"conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username";;;;;;
"1.76E+18,Fri Aug 25 04:47:42 +0000 2023,38822,Tanyarl // BULLYING // GENG TAI UPDATEE TERBARU GUYSSS.. - NYOKAP ARLO DEACTIVE - LEGOLAS STATUSNYA MASIH SAKSI - IYA LEGOLAS MULU YANG MEREKA HIGHLIGHTT.. https://t.co/7d92qv8yDD,1.76E+18,https://pbs.twimg.com/media/GHBXB1xbsAA6WJ3.jpg,,in,Indonesia,1734,1649,3633,https://x.com/tanyakanrl/status/1761003148762816573,1.33E+18,tanyakanrl";;;;;;
"1.67E+18,Fri Aug 25 04:48:07 +0000 2023,42052, Cw // Tiktok Bullying . Kalian harus liat Video ini kasian banget dia di bully di iket gitu tapi dia diem aja pasrah Alhamdulillah nya ada ibu² yg ngerekam dia sama yg Bullyingnya. Harus di viralin ini Guys https://t.co/ptgDd6jgaJ,1.67E+18,https://pbs.twimg.com/media/FyEh_gxaYAILlDx.jpg,,in,Indonesia,1383,3341,5574,https://x.com/tanyakanrl/status/1666652519534313474,1.33E+18,tanyakanrl";;;;;;
"1.26E+18,Fri Aug 25 04:50:33 +0000 2023,7440,UDAH cukup! Stop bullying! Dia ga salah! Udh saya delete Yang salah itu opini saya bukan dia! https://t.co/oojfKSQ4QN,1.26E+18,https://pbs.twimg.com/media/EW0-oM4UwAA-evN.jpg,,in,,92,773,226,https://x.com/ArnoldPoernomo/status/1255728753717567488,268718494,ArnoldPoernomo";;;;;;
"1.71E+18,Fri Aug 25 05:21:27 +0000 2023,24148, CW // BULLYING Loh ini kan tempatnya sama kaya yg video si kamal itu? Apa satu sekolah? Kalo iya pelaku bullying di video yg ini udh ditangkap juga blm??? https://t.co/Lx4hbccldW,1.71E+18,https://pbs.twimg.com/media/F7FG2eUaUAAhHZw.jpg,,in,Indonesia,745,1898,2939,https://x.com/tanyarlfes/status/1707223639610036707,1371650588,tanyarlfes";;;;;;
"1.69E+18,Fri Aug 25 05:51:09 +0000 2023,18137, TW // Bullying Sender tadi aku v!ralin loh nnti kalian gabisa sekolah abis gedeg bgt masih dibelain sm org² guru² disana https://t.co/89qex6LpZQ,1.69E+18,https://pbs.twimg.com/media/F2fpXdaboAAgrgW.jpg,,in,Indonesia,166,829,839,https://x.com/tanyarlfes/status/1686573178112585728,1371650588,tanyarlfes";;;;;;
"1.59E+18,Fri Aug 25 09:47:42 +0000 2023,10745, adekku gambar pake jari di hp dan open commission harganya start 15k dia baru buka channel YT juga setelah mengurung diri 3 tahun akibat bullying mohon dukungannya buat subscribe ya link di komen https://t.co/uEqdhVDQ7L,1.59E+18,https://pbs.twimg.com/media/FgjkD7iUAAEexF6.jpg,,in,Indonesia,161,377,1259,https://x.com/tanyarlfes/status/1587769629392322560,1371650588,tanyarlfes";;;;;;
"1.80E+18,Fri Aug 25 10:44:22 +0000 2023,3,trauma bullying sulit disembuhin ga bs dilupain seumur hidup. jgn anggap bullying itu masalah sepele bs aja org meninggal gara2 kelakuan jelek kalian,1.80E+18,,,in,614 ☁️,0,1,0,https://x.com/parknichan7/status/1800419594919948512,8.14E+17,parknichan7";;;;;;
"1.71E+18,Fri Aug 25 10:47:45 +0000 2023,8704, tw // bullying bocah yg ngebully yg pake seragam biru itu udah ditangkap gess katanya namanya kamal sekarang dia udah di polres cilacap https://t.co/40V9zsb2O6,1.71E+18,https://pbs.twimg.com/amplify_video_thumb/1706860400283906048/img/XE5QquwQGCG4oURB.jpg,,in,Indonesia,447,1283,1277,https://x.com/tanyarlfes/status/1706917383896695008,1371650588,tanyarlfes";;;;;;
"1.23E+18,Fri Aug 25 10:53:35 +0000 2023,15534,Teringat kasus suicide anak beberapa tahun lalu dan ada ahli (palsu) berkomentar anak kecil tidak seharusnya bunuh diri kan dia belum mengenal stres sungguh ngaco Bullying adalah faktor risiko besar tolong ajari anak untuk tidak melakukan bully. https://t.co/zNojGXaBXO,1.23E+18,https://pbs.twimg.com/media/ERLZafBUYAALjR5.jpg,,in,Bogor,843,452,9517,https://x.com/jiemiardian/status/1230822085334728704,68714545,jiemiardian";;;;;;
"1.72E+18,Fri Aug 25 11:34:08 +0000 2023,15052, tw // bullying kebayang capek nya kakak ini hampir setiap hari selama 3 semester digangguin diketawa-ketawaim padahal cuma mau kuliah dengan tenang :( semoga pelakunya dapet hukuman yg setimpal https://t.co/JtGMJmFsDf,1.72E+18,https://pbs.twimg.com/media/F9u7o7ibgAAc8pC.jpg,,in,Indonesia,219,625,1515,https://x.com/tanyakanrl/status/1719173998037418241,1.33E+18,tanyakanrl";;;;;;
"1.69E+18,Fri Aug 25 11:36:41 +0000 2023,14825,tanyarl udh liat thread ini belum? kasian banget mbak yg divideo tiktok pdhl jawabnya masuk akal tp disuruh si konten kreator buat ikutin settingan nya &amp";" bikin mbak nya kena body shaming jahat banget demi viewers sampe bikin org lain kena cyber bullying https://t.co/VAv26Ok6T9,1.69E+18,https://pbs.twimg.com/media/F3lcMe4asAAd0rA.jpg,,in,Indonesia,108,350,1423,https://x.com/tanyarlfes/status/1691484508409954304,1371650588,tanyarlfes";;;;;
"1.67E+18,Fri Aug 25 11:38:27 +0000 2023,43705,Tampaknya dendam serta amarah yang dirasakan RE (13) sudah tak terbendung lagi. Siswa kelas 7 SMPN 2 Pringsurat Kabupaten Temanggung itu nekat membakar sekolahnya. Dalam keseharian di sekolah RE kerap menjadi korban bullying oleh teman-temannya baik dalam bentuk ejekan maupun https://t.co/iI3JGcfDXM,1.67E+18,https://pbs.twimg.com/media/Fz36a-1acAgbxIM.jpg,,in,대전,1681,3268,4406,https://x.com/kegblgnunfaedh/status/1674769984143396864,1.17E+18,kegblgnunfaedh";;;;;;
"1.63E+18,Fri Aug 25 11:42:42 +0000 2023,29158, CW // kdrama bullying Pantesan scene-nya berasa riill banget ternyata berdasarkan pengalaman pribadi https://t.co/l23CcaGTUU,1.63E+18,https://pbs.twimg.com/media/FrAltpSaMAEB7tp.jpg,,in,Indonesia,1265,969,1397,https://x.com/tanyakanrl/status/1634858033187803137,1.33E+18,tanyakanrl";;;;;;
"1.58E+18,Fri Aug 25 12:17:14 +0000 2023,12843, cw // KPop Setelah baca ini dipikir2 yang jahat itu netizen yang gak tau kejadiannya gimana... Selamat yaa kalian udah jadi jahat buat mutusin mimpi seseorang. Tbh gw gapernah cerca dia/orang lain karena gw jga korban bullying di sekolah... https://t.co/eoh3Fkqo7w,1.58E+18,https://pbs.twimg.com/media/Ff5wON9akAAThii.jpg,,in,Indonesia,1500,779,884,https://x.com/tanyakanrl/status/1584835929683828736,1.33E+18,tanyakanrl";;;;;;
"1.71E+18,Fri Aug 25 12:21:29 +0000 2023,4846,[BREAKING NEWS] Setelah kejadian FF siswa SMPN 2 Cimanggu Cilacap Jawa Tengah korban bullying sempat di bawa ke RS Majenang namun FF tak dirawat inap dan hanya memberlakukan rawat jalan. Info keluarga : Tgl 27/9 malam Tiba2 Korban mengeluh Nyeri di bagian Perut dan langsung Di https://t.co/VPEPyXeBiR,1.71E+18,https://pbs.twimg.com/ext_tw_video_thumb/1707258355474206720/pu/img/RTkWz8GtixIYUK_z.jpg,,in,Indonesia,80,463,906,https://x.com/Heraloebss/status/1707258604649353356,1.25E+18,Heraloebss";;;;;;
"1.71E+18,Fri Aug 25 12:29:34 +0000 2023,38529, Semenjak kasus bullying yang kemarin viral sekarang makin banyak yang berani speakup. Gpp biar jera tuh bocah-bocah. https://t.co/tKml6l3Bkz,1.71E+18,https://pbs.twimg.com/media/F7HP0QwacAAv8oD.jpg,,in,Indonesia,1499,2339,5615,https://x.com/tanyakanrl/status/1707383405951033467,1.33E+18,tanyakanrl";;;;;;
"1.80E+18,Fri Aug 25 12:42:46 +0000 2023,15,betul not belain si baju meraj ini tapi she got the bully more than temen temennya yg lain... karena dia ga secantik temennya yg lain.. i think it's already too much bullying a minor..,1.80E+18,,,in,dnf w cons ,0,0,3,https://x.com/rhaipsody/status/1800513724886958342,1.56E+18,rhaipsody";;;;;;
"1.80E+18,Fri Aug 25 13:05:31 +0000 2023,2,@Gojekmilitan Astaghfirullah atas hak apa menghina bullying fitnah ke orang lain?,1.80E+18,,Gojekmilitan,in,""Denpasar Selatan, Indonesia"",0,0,0,https://x.com/cerdikpisan/status/1801158446294995182,1.65E+18,cerdikpisan";;;;;;
"1.76E+18,Fri Aug 25 13:36:12 +0000 2023,11174,Vincent Rompies akhirnya angkat bicara soal dugaan keterlibatan anaknya dalam kasus bullying siswa Binus School Serpong. Vincent bicara setelah menjalani pemeriksaan polisi. Dari pantauan Kamis (22/2/2024) Vincent mengaku menjalani pemeriksaan di Polres Tangerang Selatan sejak https://t.co/XfnQzZ6Zoq,1.76E+18,https://pbs.twimg.com/media/GG8r0xwa0AAbEf9.jpg,,in,대전,192,856,915,https://x.com/kegblgnunfaedh/status/1760674176158011596,1.17E+18,kegblgnunfaedh";;;;;;
"1.70E+18,Fri Aug 25 13:37:22 +0000 2023,7747, TW // BULLYING anak2 jaman skrg knp sih? gue bingung kalo anak suka bully kek gini tuh yg salah siapa ni hrs diusut tuntas pokonya https://t.co/xMy61x3BEB,1.70E+18,https://pbs.twimg.com/media/F5tsD1AaEAAElx9.jpg,,in,Indonesia,415,1339,1086,https://x.com/tanyarlfes/status/1701072101942440116,1371650588,tanyarlfes";;;;;;
"1.39E+18,Fri Aug 25 13:41:48 +0000 2023,33491,Ada 4 Tipe Bullying (Takutnya kalian pernah mengalaminya tanpa kalian sadari) - A THREAD,1.39E+18,,,in,,440,494,6727,https://x.com/rkivexsel/status/1389930000598454275,1.25E+18,rkivexsel";;;;;;
"1.74E+18,Fri Aug 25 18:32:16 +0000 2023,6356,Personal bullying ini disuguhkan kepada rakyat. Betapa besarnya hati beliau. Hanya jika beliau memilih tetap tabah dan mampu menahan diri dan karena beliau selalu menempatkan kepentingan bangsa jauh di atas kepentingan dan perasaannya sendiri. Keep strong Pak Prabowo. https://t.co/WE33bod2kU,1.74E+18,https://pbs.twimg.com/amplify_video_thumb/1744305690355920896/img/h6ywrcmVSpkTrKa7.jpg,,in,""Bekasi, Jawa Barat"",1184,2057,1584,https://x.com/zarryhendrik/status/1744305761436766573,54741308,zarryhendrik";;;;;;
"1.67E+18,Fri Aug 25 19:00:29 +0000 2023,7949,Peristiwa ini tamparan keras untuk sekolahnya dan dunia pendidikan. Bocah ini memang yg melakukan pembakaran tapi lingkungannya yg telah menyulut bara api. Ini hanya dampak dari bullying yg terus dibiarkan. Teman sekolah brengsek plus guru yg abai. https://t.co/9qvM6jUWvC,1.67E+18,https://pbs.twimg.com/media/Fz2ku6bacAAMuPz.jpg,,in,,178,331,2603,https://x.com/iIhamzada/status/1674675792004136961,4739247200,iIhamzada";;;;;;
"1.63E+18,Fri Aug 25 19:10:21 +0000 2023,10027,‼️TW: Suicide/Bullying‼️ My heart broke to pieces reading this. Bayangkan dirundung karena bapaknya meninggal sampai akhirnya bundir. https://t.co/DjibfcqeDu,1.63E+18,https://pbs.twimg.com/media/FqJOQlVacAA6OSX.jpg,,in,amrazing007@gmail.com,1310,814,2930,https://x.com/aMrazing/status/1630952069283848193,76298119,aMrazing";;;;;;
"1.64E+18,Fri Aug 25 19:51:08 +0000 2023,4027,Terjadi tindakan Bullying dan Pemukulan di wika kalibaru cilincing. Orang tua sudah melaporkan kejadian tsb ke Polsek Cilincing Dear : @Poldametrojaya_ @DivHumas_Polri Pak @ListyoSigitP Netizen Menunggu perkembangan atas laporan tsb https://t.co/SJGkpShsoY,1.64E+18,https://pbs.twimg.com/ext_tw_video_thumb/1635902544592646160/pu/img/6DEuRF9KvM8n-P34.jpg,,in,Indonesia,221,809,2015,https://x.com/Heraloebss/status/1635904865259122688,1.25E+18,Heraloebss";;;;;;
"1.73E+18,Fri Aug 25 20:04:53 +0000 2023,3357,Response terbaru kasus bullying di SD Yuwati Bhakti https://t.co/QFMMWqFjkV,1.73E+18,https://pbs.twimg.com/media/GA4Y_utbkAAJCjn.jpg,,in,Indonesia,131,262,754,https://x.com/PartaiSocmed/status/1733350393349103725,869327120,PartaiSocmed";;;;;;
"1.80E+18,Fri Aug 25 20:14:45 +0000 2023,3,Critism bullying dan mocking emang beda tipis sih. Dan orang lebih suka make bullying dan mocking untuk ngekritik orang yang sebenarnya itu bukan kritik sama sekali. I just want to say the truth they said tapi ketika dikasih yang better mereka malah milih masa bodo,1.80E+18,,,in,New World,0,0,3,https://x.com/realistxdreamer/status/1799641152649560572,1.26E+18,realistxdreamer";;;;;;
"1.19E+18,Fri Aug 25 22:07:18 +0000 2023,7097,Wow are you guys really PRO bullying? Karhutla belum selesai permasalahan hak kita sebagai warga Indonesia belum jelas ujungnya banyak daerah di negeri ini yang masih kekurangan air dan pangan. AND YOU ALL CHOSE TO MAKE AN ACCOUNT TO BULLY OTHERS AND SUPPORT THEM? IM AMAZED.,1.19E+18,,,in,dimana mana ada awkarin.,93,499,2289,https://x.com/awkarin/status/1185514240943124480,2918748864,awkarin";;;;;;
"1.18E+18,Fri Aug 25 22:45:46 +0000 2023,8388,maaf kalo gue jahat ngomongnya tp asli tiap kejadian kayak gini langsung banyak yg simpati banyak yg teriak anti bullying langsung paling ngerti mental health tp toh ntar kalian lakuin lagi?,1.18E+18,,,in,,221,140,7540,https://x.com/milktealavender/status/1183666705366581248,129417950,milktealavender";;;;;;
"1.80E+18,Fri Aug 25 23:59:38 +0000 2023,12,Lah tanya pun cyber bullying ke MCA ni susahlah. eh DAP,1.80E+18,,,in,,0,0,6,https://x.com/lorettabagg/status/1799030905992020364,1.69E+18,lorettabagg";;;;;;
"1.76E+18,Fri Dec 29 00:45:10 +0000 2023,33112,️ TW // Bullying ️ Terjadi lagi kasus bully di dunia pendidikan. Korban dikeroyok oleh teman2nya. Harusnya identitas para pelaku terpublikasi agar masyarakat tau dan bisa menandai orang2nya https://t.co/KO0vloJyn9,1.76E+18,https://pbs.twimg.com/media/GHvwpxFboAAQO_0.jpg,,in,Indonesia,1031,2572,6081,https://x.com/tanyakanrl/status/1764268284315345075,1.33E+18,tanyakanrl";;;;;;
"1.63E+18,Fri Dec 29 00:46:31 +0000 2023,21338,Tw// suicide MR (11) sering pulang dalam keadaan murung. Menurut ibunya ia sering dibully oleh teman-teman di sekolah karena yatim (tak punya ayah). MR akhirnya bunuh diri di dapur rumahnya dan ditemukan oleh sang ibu sendiri. Thread - on Bullying https://t.co/u0XKoG6ceF,1.63E+18,https://pbs.twimg.com/media/FqK-IlUacAAyZx5.jpg,,in,""Yogyakarta, Indonesia"",1429,804,4735,https://x.com/mardiasih/status/1631075086718615552,164627338,mardiasih";;;;;;
"1.70E+18,Fri Dec 29 00:50:09 +0000 2023,8658, Tw // Bullying Bully Udah ada yg liat thread ini belum? Sumpah gw kesel banget sama pembully tolong banget inimah guyss viralin. ada videonya juga di threadnya. Cr. Pict dari thread di bawah ini https://t.co/lXdNzDGTe7,1.70E+18,https://pbs.twimg.com/media/F6BU1BHbwAAqs40.jpg,,in,Indonesia,108,277,1529,https://x.com/tanyakanrl/status/1702454684093739348,1.33E+18,tanyakanrl";;;;;;
"1.71E+18,Fri Dec 29 01:26:30 +0000 2023,10491,Komisi Perlindungan Anak Indonesia (KPAI) meminta anak-anak atau pelaku yang terlibat kasus bullying di Cilacap Jawa Tengah agar tetap terpenuhi hak-haknya dan dilindungi. Anak berkonflik dengan hukum jangan sampai dikeluarkan dari sekolah selama menjalani proses pemeriksaan https://t.co/hguYnaiWQI,1.71E+18,https://pbs.twimg.com/media/F7mw1guaUAAkf53.jpg,,in,대전,973,2813,756,https://x.com/kegblgnunfaedh/status/1709591976327381083,1.17E+18,kegblgnunfaedh";;;;;;
"1.80E+18,Fri Dec 29 01:30:16 +0000 2023,12,gak membenarkan bullying tapi kayanya mereka bertiga udah tahu yg benar makanya bisa ngomong/nyindir begitu,1.80E+18,,,in,,0,0,0,https://x.com/ihlucubanget/status/1800243903687446980,1.14E+18,ihlucubanget";;;;;;
"1.77E+18,Fri Dec 29 01:35:07 +0000 2023,9434,Puasa guys sementara stop bullying Gibran,1.77E+18,,,in,,483,363,1289,https://x.com/legislatweet/status/1767143295954911566,1.52E+18,legislatweet";;;;;;
"1.80E+18,Fri Dec 29 02:02:21 +0000 2023,8398,Baru kelar nonton 7 episode drama #Hierarchy Premisnya sebenarnya menarik sekumpulan anak chaebol yang memegang kendali sekolah swasta Joosin plus isinya kriminalitas anak remaja. Bullying s*ks party narkoboy hura hura pergaulan bebas";" berasa Elite versi drama korea. https://t.co/5z8RcHwoXJ,1.80E+18,https://pbs.twimg.com/media/GPhTYwBagAABBZL.jpg,,in,🇮🇩,984,370,928,https://x.com/infodrakor_id/status/1799279756871090452,1376348437,infodrakor_id";;;;;
"1.80E+18,Fri Dec 29 02:06:27 +0000 2023,3,Selamatkan generasi muda Demokrat dorong peran aktif orang tua cegah bullying. #ahy #demokrat #stopbullying https://t.co/r6nJduMHBI,1.80E+18,https://pbs.twimg.com/ext_tw_video_thumb/1801078484741332992/pu/img/7YlZ7q0zXqXAjwiE.jpg,,in,,0,0,1,https://x.com/Demokrat_TV/status/1801079779837505651,284830933,Demokrat_TV";;;;;;
"1.71E+18,Fri Dec 29 02:06:28 +0000 2023,36963,[ NETIZEN +62 EMANG LUAR BIASA] Kapolres Cilacap : Saya ditelepon 1. Staf Presiden 2. Panglima TNI 3. Kapolri 4. Menteri PMK krn kasus Bullying Siswa SMP ini mendapat perhatian dari @UNESCO - inilah Tampang Si Pelaku Indonesia Go Internasinal krn Ketololanmu https://t.co/7qkDcX480u,1.71E+18,https://pbs.twimg.com/media/F7Cw5MQbcAASKWm.jpg,,in,Indonesia,1282,3241,7209,https://x.com/Heraloebss/status/1707058762975175076,1.25E+18,Heraloebss";;;;;;
"1.80E+18,Fri Dec 29 02:08:58 +0000 2023,4,bisa ga gausah normalize doxing. ini juga udh menjerumus ke bullying ga setimpal sma apa yg mreka lakuin. mereka masih kecil konseling cukup gausah sampe jelek2in segitunya,1.80E+18,,,in,,1,0,0,https://x.com/gangsnama/status/1800118914615243054,7.34E+17,gangsnama";;;;;;
"1.76E+18,Fri Dec 29 02:21:41 +0000 2023,16185,Anjer speechless liat repost an akun partainya enabler buat kekerasan bullying dan doxxing https://t.co/IeEjEUXNVR,1.76E+18,https://pbs.twimg.com/media/GGsjQIJbgAALnzK.jpg,,in,Indonesia,454,263,4112,https://x.com/dypvy/status/1759538850987462886,488147910,dypvy";;;;;;
"1.80E+18,Fri Dec 29 02:28:08 +0000 2023,2,anak korban genocide apakah PANTAS DIGITUIN? mereka gak bersalah aja jadi korban pembunuhan lah ini jelas jelas SALAH DAN DISENGAJA menjadi korban bullying aja tersakiti banget kocak,1.80E+18,,,in,17,0,0,0,https://x.com/jimvven/status/1800521636187345237,1.36E+18,jimvven";;;;;;
"1.59E+18,Fri Dec 29 02:28:08 +0000 2023,53317,Tempuh Jalur Hukum Orangtua Korban Bullying di SMP Plus Baiturrahman Enggan Damai dengan Pelaku https://t.co/sCShrROVNv https://t.co/vOY1cfIRqE,1.59E+18,https://pbs.twimg.com/media/Fh6gpcyacAA4aEC.jpg,,in,Indonesia,3186,3853,8148,https://x.com/KompasTV/status/1593887954006839296,71436318,KompasTV";;;;;;
"1.39E+18,Fri Dec 29 02:30:26 +0000 2023,18046,WKWKWK ni cewe promosiin self love self love anti bullying mulu lu aja dulu ngatain gue mulu kampret sampe gue gamau masuk sekolah,1.39E+18,,,in,she/her,697,346,2384,https://x.com/khansaneira/status/1385702011656544256,284892341,khansaneira";;;;;;
"1.80E+18,Fri Dec 29 02:40:18 +0000 2023,23,@ditoks Iya bener banget malah jadi kaya ajang bullying ke minor. They just want to hate bukannya kasih edukasi ke anak-anak smp itu,1.80E+18,,ditoks,in,Jakarta Capital Region,0,0,0,https://x.com/bearotterian/status/1800555905484009939,1.68E+18,bearotterian";;;;;;
"1.80E+18,Fri Dec 29 02:48:04 +0000 2023,10,This is the Korean version of Elite with Asian value . Sama-sama mengisahkan skandal sekolah elit dengan kasus bullying penyelidikan kematian seseorang diskriminasi pergaulan bebas dan permainan orang 'atas'. https://t.co/fBV7fe5Kv6,1.80E+18,https://pbs.twimg.com/media/GPj7yeja8AAbCyC.jpg,,in,Indonesia ,1,6,1,https://x.com/biruulaaut/status/1799464908104577325,1.67E+18,biruulaaut";;;;;;
"1.80E+18,Fri Dec 29 03:11:15 +0000 2023,12361,Bener bener generasi (c) emas Cucu kepsek bully &amp";" ancam bunuh adik kelasnya Siswi kelas 5 Sekolah Dasar Negeri (SDN) 91 Waiheru berinisial SN (11) di Kota Ambon Maluku menjadi korban bullying oleh kakak kelasnya inisial K (12). Pelaku yang merupakan cucu Kepala Sekolah https://t.co/UCNtcsi1c5,1.80E+18,https://pbs.twimg.com/ext_tw_video_thumb/1796196488390795265/pu/img/XmJ6F5KYIPdThfaG.jpg,,in,,927,2296,4460,https://x.com/bacottetangga_/status/1796196822467149861,2328193494,bacottetangga_";;;;;
"1.21E+18,Fri Dec 29 03:13:34 +0000 2023,1821,kalian follow wartafana? tukang copas tulisan orang lain pelaku bullying dan merasa dirinya superior di dunia twitter peler ini. serius kalian follow wartafana? WKWOWKWOWKWOWKWOWKO,1.21E+18,,,in,,103,248,309,https://x.com/depiop/status/1207527765412470785,88318336,depiop";;;;;;
"1.80E+18,Fri Dec 29 03:16:29 +0000 2023,1,@jjaemonade_ cyber bullying bapak kau kau bawa² orangtua orang itu lebih gak ngotak lagi tolol @phyllred,1.80E+18,,jjaemonade_,in,abas,0,3,0,https://x.com/coqzuet/status/1800120730744672482,7.90E+17,coqzuet";;;;;;
